Country,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%)
North America,2008,0.336477,0.659763,0.527656,6.633878,2.903247,4.694171,1.980455
North America,2009,0.335547,0.659533,0.528097,6.58016,2.893915,4.68335,1.964265
North America,2010,0.335089,0.659324,0.528075,6.551747,2.901403,4.678724,1.957854
North America,2011,0.334908,0.659115,0.527315,6.541696,2.92761,4.679545,1.959075
North America,2012,0.334608,0.658898,0.525855,6.531561,2.968281,4.682831,1.961453
North America,2013,0.334215,0.658674,0.523568,6.521737,3.021604,4.689744,1.965213
North America,2014,0.333742,0.65844,0.521012,6.512462,3.086376,4.699533,1.970527
North America,2015,0.333206,0.658197,0.517583,6.503954,3.161712,4.713244,1.977545
North America,2016,0.332633,0.657948,0.513733,6.49664,3.245661,4.730472,1.986533
North America,2017,0.33204,0.657692,0.50947,6.490707,3.338079,4.752802,1.997606
Norway,1990,0.211012,0.898477,0.530363,7.663675,0.800955,3.916601,1.896772
Norway,1991,0.211024,0.898784,0.534375,7.668093,0.832899,3.943878,1.847673
Norway,1992,0.21104,0.899044,0.537678,7.672069,0.862786,3.961436,1.802555
Norway,1993,0.211063,0.899286,0.540848,7.675522,0.890124,3.97098,1.763233
Norway,1994,0.211089,0.89948,0.543337,7.678259,0.913194,3.974874,1.731578
Norway,1995,0.211126,0.899669,0.545834,7.6808,0.931121,3.975114,1.709423
Norway,1996,0.211202,0.899911,0.547529,7.67665,0.947021,3.948518,1.695924
Norway,1997,0.211317,0.90024,0.549031,7.66319,0.963566,3.884254,1.686652
Norway,1998,0.211453,0.900598,0.550043,7.646622,0.979365,3.806225,1.678747
Norway,1999,0.211571,0.900861,0.551254,7.632305,0.992094,3.738417,1.669055
Norway,2000,0.211637,0.900948,0.551948,7.625834,1.000328,3.704591,1.654621
Norway,2001,0.211709,0.896708,0.552737,7.628007,1.005127,3.696601,1.621007
Norway,2002,0.211816,0.886651,0.553686,7.63376,1.008553,3.689734,1.565988
Norway,2003,0.211939,0.874656,0.554498,7.641041,1.010081,3.684437,1.505516
Norway,2004,0.212043,0.864581,0.555719,7.647243,1.009164,3.678936,1.455352
Norway,2005,0.212096,0.860281,0.557005,7.649241,1.006436,3.673138,1.431351
Norway,2006,0.212025,0.859866,0.559066,7.645858,0.995493,3.659367,1.42803
Norway,2007,0.211819,0.859067,0.561894,7.638833,0.973206,3.63695,1.428354
Norway,2008,0.21157,0.858123,0.565063,7.630394,0.946343,3.612773,1.430309
Norway,2009,0.211358,0.85728,0.567877,7.622946,0.921402,3.593259,1.432227
Norway,2010,0.21128,0.856833,0.569538,7.61844,0.905088,3.585173,1.432641
Norway,2011,0.211302,0.856661,0.570241,7.615422,0.894844,3.589313,1.431651
Norway,2012,0.211328,0.856546,0.570953,7.61136,0.883671,3.600845,1.430545
Norway,2013,0.211351,0.856489,0.571261,7.6066,0.872003,3.619685,1.429126
Norway,2014,0.211372,0.856498,0.571433,7.60143,0.86048,3.646711,1.427152
Norway,2015,0.211403,0.856582,0.571305,7.596146,0.849551,3.681866,1.424897
Norway,2016,0.211442,0.85673,0.57103,7.590933,0.840068,3.723569,1.422242
Norway,2017,0.211484,0.856901,0.570363,7.585503,0.832286,3.77191,1.419003
Oceania,1990,0.212169,0.420785,0.103544,3.179773,0.712287,3.14136,1.156091
Oceania,1991,0.212246,0.420798,0.104242,3.182635,0.712552,3.153216,1.156655
Oceania,1992,0.212314,0.420783,0.104806,3.18527,0.712427,3.165381,1.156908
Oceania,1993,0.212372,0.420749,0.105301,3.187517,0.712547,3.175263,1.157024
Oceania,1994,0.212424,0.420715,0.105548,3.189397,0.712933,3.181652,1.157122
Oceania,1995,0.212463,0.420683,0.10596,3.190774,0.713349,3.185075,1.15722
Oceania,1996,0.212565,0.420664,0.106077,3.191708,0.713882,3.184943,1.15731
Oceania,1997,0.212766,0.420673,0.106257,3.192487,0.714937,3.18357,1.157409
Oceania,1998,0.212992,0.420691,0.10671,3.193091,0.715927,3.181541,1.15751
Oceania,1999,0.213172,0.420703,0.106975,3.193561,0.717078,3.17847,1.157662
Oceania,2000,0.213223,0.420668,0.107,3.193745,0.717387,3.175504,1.157906
Oceania,2001,0.21306,0.420573,0.106488,3.19352,0.718046,3.173444,1.158206
Oceania,2002,0.212724,0.420442,0.106079,3.192981,0.717567,3.170047,1.158639
Oceania,2003,0.212331,0.420307,0.105061,3.192409,0.718004,3.166477,1.159216
Oceania,2004,0.211988,0.420183,0.104518,3.192013,0.717735,3.163551,1.160026
Oceania,2005,0.211798,0.420072,0.104232,3.191927,0.718106,3.162163,1.161171
Oceania,2006,0.211793,0.419983,0.104212,3.193009,0.718614,3.164591,1.164169
Oceania,2007,0.211905,0.419919,0.104379,3.195491,0.720186,3.169781,1.169542
Oceania,2008,0.21208,0.419869,0.104624,3.198514,0.722204,3.176988,1.175739
Oceania,2009,0.212258,0.419804,0.10477,3.201127,0.723807,3.181582,1.181223
Oceania,2010,0.212382,0.419707,0.105158,3.202444,0.725648,3.184199,1.184477
Oceania,2011,0.212496,0.419593,0.105431,3.202956,0.726877,3.184475,1.186138
Oceania,2012,0.212679,0.419499,0.105967,3.203746,0.729188,3.184268,1.187805
Oceania,2013,0.212919,0.419411,0.106566,3.20464,0.730818,3.182886,1.189428
Oceania,2014,0.213217,0.419342,0.107439,3.205696,0.732807,3.178764,1.191
Oceania,2015,0.213565,0.419285,0.108272,3.206863,0.734726,3.175589,1.192458
Oceania,2016,0.213953,0.419235,0.109346,3.208084,0.737492,3.171132,1.19373
Oceania,2017,0.214379,0.419199,0.110457,3.209406,0.740219,3.164265,1.194757
Pakistan,1990,0.256103,0.564877,0.125654,3.72959,0.649426,3.414559,1.384971
Pakistan,1991,0.256117,0.565046,0.126416,3.731316,0.648248,3.438888,1.389914
Pakistan,1992,0.256084,0.565218,0.126581,3.733014,0.646653,3.464061,1.3947
Pakistan,1993,0.256015,0.565386,0.12724,3.734708,0.646405,3.483082,1.399155
Pakistan,1994,0.255921,0.565533,0.127987,3.736277,0.646398,3.497365,1.403107
Pakistan,1995,0.255822,0.565665,0.128695,3.737664,0.646087,3.504326,1.406426
Pakistan,1996,0.255619,0.565817,0.129383,3.739094,0.645822,3.509758,1.409612
Pakistan,1997,0.255273,0.566024,0.129983,3.740877,0.646153,3.510459,1.413026
Pakistan,1998,0.254882,0.566243,0.130788,3.742686,0.646242,3.509808,1.416473
Pakistan,1999,0.254548,0.566443,0.131456,3.744434,0.647212,3.508544,1.419735
Pakistan,2000,0.254379,0.566607,0.132263,3.746136,0.647887,3.507516,1.422613
Pakistan,2001,0.254404,0.566871,0.132581,3.749295,0.649139,3.507458,1.426093
Pakistan,2002,0.254549,0.56733,0.13373,3.754819,0.653437,3.506539,1.430886
Pakistan,2003,0.254772,0.567913,0.134467,3.761587,0.65764,3.506057,1.436552
Pakistan,2004,0.25501,0.568518,0.135588,3.76837,0.661475,3.504829,1.442525
Pakistan,2005,0.255199,0.569033,0.136564,3.773923,0.664356,3.502285,1.448219
Pakistan,2006,0.255368,0.569561,0.137784,3.779106,0.665837,3.480371,1.455603
Pakistan,2007,0.255591,0.570272,0.13943,3.785645,0.671216,3.431446,1.465978
Pakistan,2008,0.255835,0.571058,0.141445,3.792702,0.676407,3.377914,1.477508
Pakistan,2009,0.256068,0.571813,0.143661,3.799424,0.681122,3.331079,1.488376
Pakistan,2010,0.256252,0.572421,0.145177,3.804879,0.683896,3.309059,1.496756
Pakistan,2011,0.256381,0.572871,0.146681,3.809047,0.68304,3.305698,1.50314
Pakistan,2012,0.256476,0.573254,0.147999,3.812765,0.681412,3.304081,1.509257
Pakistan,2013,0.256541,0.573574,0.149772,3.816046,0.678546,3.303639,1.515052
Pakistan,2014,0.256567,0.573811,0.151117,3.818724,0.673966,3.305568,1.520378
Pakistan,2015,0.256563,0.573979,0.152313,3.820925,0.669101,3.309776,1.525196
Pakistan,2016,0.256521,0.574056,0.153427,3.822465,0.662558,3.316397,1.529349
Pakistan,2017,0.256442,0.574046,0.154583,3.823379,0.656776,3.33128,1.532773
Philippines,1990,0.211639,0.527361,0.110424,3.222794,0.673144,2.953031,1.071746
Philippines,1991,0.211847,0.527458,0.110726,3.220717,0.672529,2.941468,1.064561
Philippines,1992,0.212073,0.527511,0.110957,3.218667,0.671354,2.930071,1.056192
Philippines,1993,0.212295,0.527532,0.111322,3.216917,0.669271,2.915946,1.046837
Philippines,1994,0.212491,0.527526,0.111486,3.215568,0.666793,2.900552,1.03672
Philippines,1995,0.212637,0.527495,0.111532,3.214665,0.665048,2.885948,1.026092
Philippines,1996,0.212898,0.527364,0.112216,3.214081,0.662103,2.862835,1.013752
Philippines,1997,0.213367,0.527112,0.112686,3.21334,0.658047,2.829757,0.999185
Philippines,1998,0.213909,0.52684,0.112945,3.212754,0.653219,2.794866,0.983473
Philippines,1999,0.214399,0.526661,0.113782,3.212658,0.648536,2.7643,0.967727
Philippines,2000,0.214687,0.526631,0.113994,3.212918,0.643413,2.744974,0.952973
Philippines,2001,0.214956,0.526982,0.114741,3.214969,0.637784,2.732641,0.937151
Philippines,2002,0.21542,0.527748,0.115061,3.21925,0.631259,2.722645,0.919515
Philippines,2003,0.215999,0.52876,0.115782,3.224935,0.624416,2.716396,0.903034
Philippines,2004,0.216579,0.529755,0.116543,3.23053,0.619837,2.711981,0.890574
Philippines,2005,0.216989,0.530349,0.117073,3.233963,0.618354,2.710132,0.884831
Philippines,2006,0.217313,0.530662,0.117538,3.236495,0.619706,2.711847,0.884323
Philippines,2007,0.217723,0.531045,0.118467,3.240171,0.621566,2.714691,0.885359
Philippines,2008,0.218167,0.531433,0.119599,3.244205,0.623479,2.718874,0.887098
Philippines,2009,0.218606,0.531782,0.120814,3.247786,0.625624,2.722347,0.888783
Philippines,2010,0.218991,0.532029,0.122004,3.249933,0.628205,2.724996,0.889633
Philippines,2011,0.21941,0.532257,0.123404,3.251359,0.631187,2.728667,0.889901
Philippines,2012,0.219958,0.532551,0.12465,3.253039,0.632605,2.732704,0.890286
Philippines,2013,0.220632,0.53293,0.126439,3.255141,0.635704,2.737509,0.890799
Philippines,2014,0.221422,0.533402,0.128226,3.257721,0.638873,2.743462,0.891439
Philippines,2015,0.222323,0.533985,0.130319,3.260932,0.641977,2.749335,0.892222
Philippines,2016,0.223321,0.534673,0.132335,3.26487,0.64547,2.756013,0.893111
Philippines,2017,0.224422,0.535513,0.134855,3.26972,0.648898,2.765176,0.894195
Portugal,1990,0.245587,0.921896,0.407389,5.330111,0.674613,4.7484,1.162573
Portugal,1991,0.246088,0.922922,0.412269,5.335576,0.673506,4.729642,1.164669
Portugal,1992,0.246563,0.923879,0.417645,5.340536,0.673652,4.716369,1.168727
Portugal,1993,0.246985,0.9247,0.423009,5.344532,0.674726,4.702669,1.174235
Portugal,1994,0.247328,0.925318,0.42754,5.347208,0.675491,4.690671,1.180769
Portugal,1995,0.247568,0.925712,0.432339,5.348533,0.67709,4.679851,1.187652
Portugal,1996,0.247745,0.925957,0.438741,5.349101,0.681905,4.671298,1.199356
Portugal,1997,0.247925,0.926224,0.445821,5.349818,0.690576,4.667101,1.217821
Portugal,1998,0.248097,0.926487,0.453441,5.350532,0.6997,4.664418,1.23878
Portugal,1999,0.248237,0.92667,0.460298,5.350991,0.708142,4.663462,1.257797
Portugal,2000,0.248369,0.926881,0.465799,5.351684,0.712897,4.663838,1.270691
Portugal,2001,0.248486,0.926252,0.469683,5.35148,0.714561,4.680431,1.278205
Portugal,2002,0.248622,0.924605,0.47356,5.350923,0.713759,4.71645,1.284094
Portugal,2003,0.248759,0.922649,0.47712,5.35053,0.712051,4.759833,1.288625
Portugal,2004,0.248862,0.921038,0.480292,5.350485,0.70967,4.796305,1.291815
Portugal,2005,0.248916,0.920503,0.484077,5.351409,0.706347,4.808875,1.293694
Portugal,2006,0.248918,0.920982,0.487375,5.354362,0.699766,4.80553,1.294957
Portugal,2007,0.248874,0.921734,0.491157,5.358942,0.690426,4.803936,1.296047
Portugal,2008,0.248821,0.9226,0.495106,5.364204,0.680296,4.795229,1.296875
Portugal,2009,0.248755,0.923296,0.49907,5.368501,0.672078,4.786921,1.296957
Portugal,2010,0.248722,0.923709,0.501449,5.371129,0.669327,4.774924,1.296311
Portugal,2011,0.248717,0.923906,0.503632,5.372365,0.671262,4.7539,1.294469
Portugal,2012,0.248741,0.924146,0.505364,5.373829,0.673695,4.718802,1.291525
Portugal,2013,0.248794,0.924423,0.506904,5.375392,0.67753,4.675021,1.287392
Portugal,2014,0.248883,0.924747,0.508989,5.377254,0.683347,4.622827,1.282311
Portugal,2015,0.249004,0.925073,0.510327,5.37913,0.690379,4.561403,1.276458
Portugal,2016,0.24916,0.925408,0.512185,5.380981,0.699273,4.494714,1.269966
Portugal,2017,0.249372,0.925815,0.513079,5.383261,0.709413,4.421461,1.262905
Qatar,1990,0.208649,0.818098,0.286289,4.450474,2.005543,3.685058,0.734019
Qatar,1991,0.208859,0.818804,0.281168,4.456655,2.008873,3.68586,0.732617
Qatar,1992,0.209073,0.819486,0.277479,4.462854,2.012111,3.686797,0.731149
Qatar,1993,0.209283,0.820095,0.275428,4.46867,2.01564,3.687217,0.729624
Qatar,1994,0.209478,0.820711,0.274157,4.4749,2.019912,3.690573,0.727968
Qatar,1995,0.209643,0.821436,0.274153,4.482548,2.025959,3.694272,0.726144
Qatar,1996,0.209822,0.822345,0.27729,4.491353,2.033331,3.699804,0.724146
Qatar,1997,0.210048,0.823432,0.28246,4.500951,2.044736,3.707781,0.722116
Qatar,1998,0.210304,0.824593,0.289668,4.509764,2.05547,3.714532,0.720234
Qatar,1999,0.210584,0.825623,0.296494,4.516276,2.064551,3.718892,0.718527
Qatar,2000,0.210871,0.826266,0.301971,4.519571,2.066228,3.719959,0.716918
Qatar,2001,0.211285,0.826718,0.306831,4.520539,2.011146,3.716088,0.714718
Qatar,2002,0.211902,0.827151,0.311036,4.518565,1.884796,3.705942,0.711972
Qatar,2003,0.212586,0.827383,0.316182,4.510815,1.738364,3.690285,0.709433
Qatar,2004,0.213212,0.827348,0.319571,4.49813,1.617769,3.672239,0.707873
Qatar,2005,0.213659,0.826796,0.320742,4.478903,1.576526,3.653271,0.708451
Qatar,2006,0.214003,0.825935,0.321023,4.455796,1.608198,3.626432,0.711776
Qatar,2007,0.214384,0.824804,0.319637,4.427889,1.672419,3.591513,0.717358
Qatar,2008,0.214775,0.823391,0.318032,4.394091,1.753505,3.551997,0.724053
Qatar,2009,0.215105,0.822013,0.315596,4.362986,1.832219,3.5173,0.730138
Qatar,2010,0.21529,0.821045,0.313912,4.3431,1.887668,3.498145,0.733654
Qatar,2011,0.215355,0.820671,0.313587,4.336499,1.919078,3.49216,0.734531
Qatar,2012,0.215382,0.820656,0.314643,4.3381,1.941896,3.48764,0.734513
Qatar,2013,0.215392,0.820531,0.315988,4.337588,1.963383,3.484366,0.73456
Qatar,2014,0.215387,0.820266,0.316684,4.334799,1.985606,3.478949,0.734647
Qatar,2015,0.215344,0.820022,0.316654,4.334049,2.001989,3.478406,0.734206
Qatar,2016,0.21526,0.819934,0.317081,4.334822,2.016525,3.48023,0.733125
Qatar,2017,0.21514,0.8199,0.318165,4.336059,2.024984,3.482327,0.731734
Russia,1990,0.191258,0.668982,0.219268,2.930321,0.868607,3.777936,4.865288
Russia,1991,0.19107,0.668971,0.217068,2.932804,0.880876,3.80394,4.903786
Russia,1992,0.19084,0.669003,0.214702,2.934767,0.893721,3.827052,4.946846
Russia,1993,0.190583,0.669137,0.212159,2.936804,0.906819,3.848158,4.989495
Russia,1994,0.190315,0.669345,0.20948,2.93853,0.919751,3.865413,5.029295
Russia,1995,0.19005,0.669571,0.206664,2.939453,0.932463,3.878445,5.065327
Russia,1996,0.189602,0.669819,0.203001,2.938742,0.947736,3.887354,5.12225
Russia,1997,0.188907,0.670106,0.198212,2.936581,0.966169,3.892783,5.20821
Russia,1998,0.188162,0.670431,0.193494,2.934249,0.984359,3.89555,5.297827
Russia,1999,0.187576,0.670755,0.189839,2.932427,0.999237,3.894337,5.367187
Russia,2000,0.187355,0.671036,0.188517,2.932009,1.007843,3.889153,5.392886
Russia,2001,0.18746,0.671258,0.189185,2.933424,1.01237,3.877015,5.365827
Russia,2002,0.187702,0.67148,0.190688,2.936289,1.016995,3.858251,5.305398
Russia,2003,0.188046,0.671743,0.192619,2.940104,1.021008,3.836639,5.230734
Russia,2004,0.18846,0.672022,0.194939,2.943543,1.024191,3.814647,5.162842
Russia,2005,0.188916,0.672312,0.197267,2.945587,1.026551,3.795195,5.122568
Russia,2006,0.18985,0.672616,0.200312,2.946496,1.028638,3.774185,5.141971
Russia,2007,0.191439,0.672938,0.20435,2.947266,1.031413,3.74943,5.215338
Russia,2008,0.19325,0.673295,0.208899,2.94843,1.033767,3.726029,5.3038
Russia,2009,0.194852,0.673637,0.21315,2.949555,1.034856,3.707287,5.371662
Russia,2010,0.195816,0.673932,0.216506,2.9504,1.034102,3.696877,5.383425
Russia,2011,0.196308,0.674184,0.219161,2.950615,1.0291,3.692264,5.347994
Russia,2012,0.196776,0.674421,0.221645,2.950064,1.018926,3.688497,5.297207
Russia,2013,0.197215,0.674716,0.224186,2.949578,1.00397,3.687463,5.226821
Russia,2014,0.197612,0.67505,0.2265,2.948965,0.984458,3.688919,5.135758
Russia,2015,0.197955,0.675406,0.228643,2.948065,0.96125,3.692351,5.023229
Russia,2016,0.198225,0.675754,0.230686,2.946767,0.934693,3.698973,4.887594
Russia,2017,0.1984,0.676063,0.232375,2.945051,0.905038,3.707925,4.727182
Saudi Arabia,1990,0.199963,0.799906,0.250174,4.635765,1.335567,3.460958,0.640276
Saudi Arabia,1991,0.19997,0.800573,0.249896,4.639167,1.345138,3.446122,0.641511
Saudi Arabia,1992,0.199993,0.801281,0.250166,4.64403,1.352705,3.434431,0.642619
Saudi Arabia,1993,0.200032,0.802009,0.250081,4.650134,1.359797,3.425918,0.643561
Saudi Arabia,1994,0.2001,0.802758,0.250283,4.657169,1.365353,3.420436,0.644333
Saudi Arabia,1995,0.200197,0.803486,0.250868,4.6646,1.370593,3.421232,0.644849
Saudi Arabia,1996,0.200322,0.804249,0.251755,4.672453,1.375158,3.4253,0.645397
Saudi Arabia,1997,0.200471,0.805063,0.251991,4.680488,1.380545,3.431061,0.646012
Saudi Arabia,1998,0.200636,0.805895,0.252548,4.68846,1.386018,3.436093,0.646677
Saudi Arabia,1999,0.200793,0.806655,0.252846,4.695938,1.390897,3.443637,0.647307
Saudi Arabia,2000,0.200935,0.807309,0.253641,4.702724,1.39286,3.44986,0.647839
Saudi Arabia,2001,0.201098,0.807995,0.254396,4.710001,1.392624,3.456514,0.648481
Saudi Arabia,2002,0.201319,0.808784,0.255287,4.716996,1.390629,3.465772,0.649372
Saudi Arabia,2003,0.201573,0.809603,0.256362,4.723132,1.38978,3.4763,0.650514
Saudi Arabia,2004,0.201833,0.810386,0.257691,4.728063,1.39022,3.482956,0.651893
Saudi Arabia,2005,0.202071,0.811057,0.258979,4.731168,1.393885,3.486766,0.653506
Saudi Arabia,2006,0.202358,0.811753,0.259888,4.734136,1.412613,3.487721,0.656487
Saudi Arabia,2007,0.20276,0.812597,0.262649,4.737195,1.449512,3.484148,0.6613
Saudi Arabia,2008,0.203209,0.813481,0.265814,4.740018,1.494928,3.479896,0.666709
Saudi Arabia,2009,0.203634,0.814306,0.268766,4.742376,1.541319,3.47717,0.671461
Saudi Arabia,2010,0.203959,0.81493,0.270971,4.743569,1.573336,3.477639,0.674274
Saudi Arabia,2011,0.204214,0.815434,0.273674,4.745129,1.598251,3.480888,0.675617
Saudi Arabia,2012,0.204473,0.815893,0.276222,4.746684,1.621452,3.484686,0.676858
Saudi Arabia,2013,0.204741,0.81633,0.279182,4.748317,1.643938,3.491552,0.677978
Saudi Arabia,2014,0.205005,0.816712,0.281789,4.749869,1.664926,3.50161,0.6789
Saudi Arabia,2015,0.205256,0.817027,0.284659,4.751235,1.682436,3.510181,0.679555
Saudi Arabia,2016,0.205494,0.817278,0.28672,4.752859,1.697876,3.522628,0.679916
Saudi Arabia,2017,0.205707,0.817433,0.289615,4.754236,1.710318,3.536847,0.679911
Singapore,1990,0.263672,0.717019,0.373698,3.598128,0.870878,3.926732,0.478385
Singapore,1991,0.2639,0.717891,0.380503,3.601958,0.871673,3.95624,0.479715
Singapore,1992,0.264229,0.718825,0.386527,3.606707,0.872894,3.981979,0.480994
Singapore,1993,0.264592,0.71969,0.393371,3.611591,0.873807,4.000174,0.482162
Singapore,1994,0.264972,0.720521,0.399914,3.61659,0.874224,4.008024,0.483176
Singapore,1995,0.265347,0.721299,0.406909,3.621448,0.875253,4.000114,0.483978
Singapore,1996,0.266015,0.722455,0.41334,3.627898,0.87663,3.982002,0.485167
Singapore,1997,0.267138,0.72419,0.420356,3.637153,0.880213,3.965194,0.487013
Singapore,1998,0.268427,0.726103,0.427768,3.64758,0.882298,3.945363,0.488932
Singapore,1999,0.269586,0.727761,0.434899,3.65695,0.885081,3.921154,0.490438
Singapore,2000,0.270336,0.728755,0.440829,3.663336,0.88601,3.894925,0.491085
Singapore,2001,0.270823,0.729245,0.445971,3.667297,0.887601,3.836638,0.488818
Singapore,2002,0.271344,0.729673,0.451158,3.671236,0.888123,3.742717,0.483248
Singapore,2003,0.271844,0.730037,0.456707,3.675672,0.888655,3.63728,0.476457
Singapore,2004,0.272284,0.730365,0.46224,3.68038,0.890016,3.54791,0.470782
Singapore,2005,0.272575,0.730523,0.468541,3.684884,0.890601,3.494622,0.468378
Singapore,2006,0.272688,0.730728,0.474917,3.690104,0.892023,3.472043,0.468699
Singapore,2007,0.27266,0.731087,0.483169,3.696331,0.895746,3.450938,0.4695
Singapore,2008,0.27257,0.731485,0.491488,3.703338,0.899624,3.434851,0.470369
Singapore,2009,0.272513,0.73183,0.500104,3.710013,0.903514,3.422751,0.47119
Singapore,2010,0.272571,0.731992,0.507886,3.714978,0.905922,3.417825,0.471783
Singapore,2011,0.272712,0.731969,0.51479,3.71891,0.90722,3.41716,0.472637
Singapore,2012,0.27286,0.731865,0.521609,3.72263,0.908718,3.417503,0.474361
Singapore,2013,0.273013,0.731693,0.528682,3.725906,0.90987,3.419186,0.47667
Singapore,2014,0.273208,0.731506,0.535816,3.72849,0.910808,3.421481,0.479608
Singapore,2015,0.273445,0.731293,0.542395,3.729619,0.912167,3.42572,0.483159
Singapore,2016,0.273738,0.73101,0.547688,3.730091,0.913157,3.42996,0.487148
Singapore,2017,0.27409,0.730592,0.553712,3.730467,0.914669,3.438271,0.491369
South Africa,1990,0.17769,0.626459,0.198042,3.951825,1.212164,3.758913,1.658703
South Africa,1991,0.177554,0.626774,0.196632,3.951785,1.237087,3.746342,1.686588
South Africa,1992,0.177426,0.627076,0.195428,3.953457,1.258016,3.734962,1.707919
South Africa,1993,0.177312,0.627342,0.194407,3.956294,1.274053,3.725612,1.723059
South Africa,1994,0.177222,0.627563,0.193771,3.959837,1.285163,3.717603,1.732195
South Africa,1995,0.177161,0.627718,0.193614,3.963651,1.290557,3.712991,1.735339
South Africa,1996,0.17707,0.627844,0.193563,3.97555,1.287894,3.708842,1.725429
South Africa,1997,0.176927,0.627972,0.193627,3.998297,1.276959,3.70284,1.702054
South Africa,1998,0.176789,0.628128,0.193827,4.024977,1.262135,3.69658,1.672798
South Africa,1999,0.17671,0.628328,0.193954,4.048522,1.245259,3.694011,1.645022
South Africa,2000,0.17675,0.628601,0.194621,4.0619,1.230915,3.695491,1.62615
South Africa,2001,0.176979,0.629007,0.19536,4.068359,1.211869,3.705861,1.612709
South Africa,2002,0.177377,0.629548,0.196791,4.074921,1.183383,3.724658,1.598237
South Africa,2003,0.17786,0.630172,0.198786,4.080827,1.150836,3.744977,1.584707
South Africa,2004,0.178339,0.630817,0.200681,4.085163,1.12092,3.760944,1.574012
South Africa,2005,0.178724,0.631414,0.202212,4.087007,1.099255,3.767504,1.568058
South Africa,2006,0.179097,0.632076,0.203955,4.077848,1.086035,3.760696,1.576554
South Africa,2007,0.179562,0.632909,0.205882,4.05558,1.074658,3.744696,1.600888
South Africa,2008,0.180049,0.633793,0.20801,4.028786,1.063911,3.725575,1.630654
South Africa,2009,0.180478,0.634574,0.20983,4.00583,1.053356,3.708589,1.655148
South Africa,2010,0.18077,0.635103,0.210795,3.995125,1.042054,3.69995,1.663579
South Africa,2011,0.180965,0.63543,0.211382,3.99337,1.028783,3.699571,1.658581
South Africa,2012,0.181158,0.635726,0.212119,3.99189,1.014194,3.700294,1.649823
South Africa,2013,0.181346,0.635993,0.212749,3.990827,0.997568,3.703193,1.637364
South Africa,2014,0.181524,0.636221,0.21367,3.990247,0.980084,3.70879,1.621201
South Africa,2015,0.181686,0.636405,0.214094,3.990262,0.961406,3.717595,1.601342
South Africa,2016,0.181825,0.636533,0.21441,3.991029,0.941842,3.729763,1.577801
South Africa,2017,0.181937,0.636613,0.214718,3.99283,0.921499,3.745871,1.550514
South Korea,1990,0.252739,0.556039,0.282469,3.737293,0.837401,2.819177,2.024326
South Korea,1991,0.253125,0.557042,0.290756,3.743046,0.839678,2.818443,2.046403
South Korea,1992,0.253559,0.558045,0.297736,3.748719,0.842475,2.818389,2.065082
South Korea,1993,0.254023,0.559005,0.304845,3.753937,0.845496,2.820344,2.079418
South Korea,1994,0.254473,0.55986,0.311977,3.758299,0.847616,2.8215,2.088479
South Korea,1995,0.254881,0.560577,0.318585,3.761611,0.849229,2.825135,2.090587
South Korea,1996,0.255364,0.561199,0.324382,3.773473,0.852409,2.831562,2.085523
South Korea,1997,0.256015,0.561831,0.330896,3.798209,0.853331,2.836958,2.075831
South Korea,1998,0.256749,0.562464,0.336496,3.827027,0.855323,2.841144,2.06456
South Korea,1999,0.257471,0.563082,0.34183,3.850976,0.858027,2.845783,2.055538
South Korea,2000,0.25808,0.563687,0.347138,3.861137,0.860226,2.850779,2.05179
South Korea,2001,0.258702,0.564406,0.351952,3.847742,0.860737,2.852767,2.062928
South Korea,2002,0.259498,0.56539,0.356912,3.816267,0.863212,2.854535,2.089595
South Korea,2003,0.260324,0.566446,0.361463,3.779136,0.866053,2.855711,2.121186
South Korea,2004,0.261038,0.567371,0.365582,3.748632,0.867734,2.856841,2.147452
South Korea,2005,0.261478,0.567946,0.370022,3.737194,0.869957,2.86152,2.157485
South Korea,2006,0.261719,0.568405,0.374784,3.745359,0.873297,2.874701,2.146676
South Korea,2007,0.261911,0.568978,0.379405,3.76127,0.876827,2.899276,2.122762
South Korea,2008,0.262076,0.569538,0.384532,3.780056,0.880924,2.930153,2.093854
South Korea,2009,0.262215,0.56998,0.389177,3.79654,0.886388,2.962159,2.06757
South Korea,2010,0.262363,0.570244,0.393306,3.805914,0.890227,2.989864,2.051674
South Korea,2011,0.262498,0.570306,0.396881,3.808353,0.893241,3.014011,2.043666
South Korea,2012,0.262663,0.570308,0.400345,3.808372,0.896283,3.039565,2.036684
South Korea,2013,0.262861,0.570224,0.404395,3.806353,0.899803,3.062516,2.030832
South Korea,2014,0.263085,0.570069,0.407531,3.802215,0.903458,3.088799,2.026019
South Korea,2015,0.263347,0.56988,0.411541,3.796132,0.907754,3.112223,2.022414
South Korea,2016,0.263645,0.569671,0.414479,3.788117,0.911473,3.13916,2.020232
South Korea,2017,0.263994,0.569459,0.417103,3.778005,0.914319,3.165684,2.02005
Spain,1990,0.27954,0.955625,0.57438,5.071231,1.16441,3.858486,0.821985
Spain,1991,0.279954,0.956914,0.582375,5.077642,1.161271,3.789711,0.820276
Spain,1992,0.280331,0.958117,0.590314,5.083708,1.163508,3.724554,0.819173
Spain,1993,0.280663,0.959197,0.597923,5.089085,1.167541,3.669752,0.818741
