Country,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%)
India,1990,0.261587,0.551971,0.105016,3.323845,0.486651,3.758695,1.372084
India,1991,0.26166,0.552088,0.105393,3.32182,0.481062,3.804294,1.387638
India,1992,0.26172,0.552194,0.105952,3.31953,0.477685,3.844711,1.403009
India,1993,0.261766,0.552289,0.106649,3.317123,0.475732,3.877968,1.41687
India,1994,0.261796,0.552373,0.107376,3.314811,0.474916,3.903063,1.42781
India,1995,0.261811,0.552445,0.108227,3.312676,0.474806,3.917893,1.434582
India,1996,0.261817,0.552532,0.109236,3.308029,0.478044,3.92294,1.445345
India,1997,0.261822,0.552646,0.110587,3.299918,0.48498,3.922614,1.464851
India,1998,0.261826,0.552765,0.112075,3.291036,0.493819,3.920098,1.486882
India,1999,0.261833,0.552869,0.113705,3.284052,0.500949,3.918082,1.505249
India,2000,0.261842,0.552938,0.115263,3.281728,0.503811,3.920528,1.513665
India,2001,0.261885,0.553012,0.116833,3.284843,0.503517,3.932223,1.512145
India,2002,0.261983,0.553141,0.118564,3.291147,0.503091,3.95214,1.506253
India,2003,0.262116,0.5533,0.120365,3.298745,0.502613,3.972797,1.497945
India,2004,0.262264,0.553467,0.122223,3.305828,0.502077,3.98767,1.489245
India,2005,0.262404,0.553622,0.124111,3.310625,0.501926,3.990432,1.482164
India,2006,0.262612,0.5538,0.126231,3.309677,0.501409,3.939382,1.451934
India,2007,0.262923,0.554041,0.128591,3.303176,0.500222,3.826047,1.386798
India,2008,0.263258,0.554323,0.131158,3.294631,0.499075,3.691869,1.308256
India,2009,0.263537,0.554619,0.133841,3.287489,0.499124,3.577715,1.237784
India,2010,0.263676,0.554888,0.13647,3.285098,0.500607,3.5259,1.196834
India,2011,0.263563,0.555144,0.139099,3.286323,0.503234,3.520174,1.178418
India,2012,0.263156,0.555425,0.141892,3.287912,0.506062,3.51598,1.161647
India,2013,0.262489,0.555729,0.144873,3.289877,0.509329,3.5134,1.147224
India,2014,0.261596,0.55605,0.147937,3.292164,0.513028,3.513171,1.135894
India,2015,0.260509,0.55639,0.15115,3.294846,0.517256,3.515554,1.128306
India,2016,0.259256,0.556744,0.154442,3.298067,0.522072,3.520805,1.125008
India,2017,0.257864,0.557112,0.157758,3.301939,0.527411,3.529853,1.126607
Indonesia,1990,0.212893,0.531891,0.106652,3.236985,0.535668,2.632151,0.588248
Indonesia,1991,0.213734,0.532248,0.108525,3.235239,0.537273,2.626713,0.581142
Indonesia,1992,0.214576,0.532639,0.110207,3.234357,0.538824,2.622194,0.574945
Indonesia,1993,0.215384,0.53304,0.111817,3.234175,0.540447,2.61879,0.570064
Indonesia,1994,0.216121,0.533435,0.113306,3.234734,0.541883,2.616341,0.566927
Indonesia,1995,0.216748,0.533799,0.114565,3.236108,0.543038,2.615768,0.565957
Indonesia,1996,0.21744,0.534204,0.115784,3.238343,0.543623,2.616892,0.56679
Indonesia,1997,0.2183,0.534699,0.116944,3.241737,0.544292,2.618268,0.568458
Indonesia,1998,0.219183,0.535229,0.118111,3.245532,0.544777,2.619794,0.570494
Indonesia,1999,0.21994,0.535735,0.11908,3.249092,0.545103,2.621846,0.572424
Indonesia,2000,0.22042,0.536151,0.119849,3.251813,0.545701,2.623082,0.57376
Indonesia,2001,0.220731,0.536613,0.120529,3.254456,0.546554,2.625586,0.574638
Indonesia,2002,0.221073,0.537231,0.121129,3.258327,0.547179,2.628493,0.575525
Indonesia,2003,0.22143,0.537891,0.121749,3.262491,0.548351,2.631728,0.5765
Indonesia,2004,0.221777,0.53847,0.122269,3.266157,0.549071,2.634367,0.577599
Indonesia,2005,0.222085,0.538811,0.122975,3.268223,0.549916,2.635058,0.578851
Indonesia,2006,0.222437,0.538913,0.123953,3.268861,0.551714,2.632224,0.58625
Indonesia,2007,0.2229,0.538915,0.125266,3.269533,0.5548,2.625918,0.601993
Indonesia,2008,0.223427,0.53887,0.126898,3.270112,0.558683,2.618158,0.620544
Indonesia,2009,0.223974,0.538839,0.128568,3.27062,0.562511,2.612387,0.636352
Indonesia,2010,0.224499,0.538881,0.130405,3.2711,0.565929,2.609842,0.643859
Indonesia,2011,0.225059,0.539009,0.132299,3.271588,0.56906,2.610547,0.645342
Indonesia,2012,0.225729,0.539179,0.134503,3.272439,0.572218,2.612448,0.646696
Indonesia,2013,0.226495,0.539385,0.136988,3.273531,0.575353,2.615656,0.647894
Indonesia,2014,0.227347,0.539632,0.139724,3.274875,0.578526,2.619625,0.648908
Indonesia,2015,0.228273,0.539916,0.142546,3.276482,0.581601,2.625926,0.649699
Indonesia,2016,0.22926,0.540234,0.145616,3.278178,0.585003,2.633091,0.650252
Indonesia,2017,0.230297,0.540591,0.148782,3.28022,0.588079,2.642736,0.650506
Iran,1990,0.195099,0.805676,0.179779,6.831711,1.614623,4.712232,0.694183
Iran,1991,0.195121,0.806276,0.180776,6.825804,1.631332,4.7477,0.703097
Iran,1992,0.195174,0.806887,0.18196,6.821239,1.647422,4.777006,0.710491
Iran,1993,0.195255,0.807466,0.183179,6.818084,1.664669,4.80082,0.716189
Iran,1994,0.19536,0.807994,0.184504,6.816507,1.68319,4.817555,0.719972
Iran,1995,0.195484,0.808456,0.185711,6.816644,1.701836,4.825794,0.721579
Iran,1996,0.195681,0.80888,0.187338,6.818337,1.720065,4.819996,0.72119
Iran,1997,0.195985,0.809331,0.189072,6.821339,1.73739,4.802077,0.719422
Iran,1998,0.196348,0.809797,0.191041,6.825268,1.756705,4.779428,0.71657
Iran,1999,0.196712,0.81025,0.193012,6.829453,1.778404,4.761053,0.712962
Iran,2000,0.197027,0.810664,0.194888,6.833115,1.805342,4.754774,0.70897
Iran,2001,0.197419,0.811176,0.197041,6.836855,1.859486,4.770717,0.701684
Iran,2002,0.197987,0.811905,0.199588,6.842268,1.945405,4.805213,0.689574
Iran,2003,0.198628,0.812723,0.20252,6.849439,2.038632,4.84572,0.674924
Iran,2004,0.199225,0.813478,0.205416,6.858056,2.114276,4.881462,0.660189
Iran,2005,0.199654,0.813988,0.208306,6.867553,2.146735,4.898904,0.647804
Iran,2006,0.200002,0.814215,0.211792,6.905036,2.1436,4.903796,0.636306
Iran,2007,0.200395,0.814309,0.216025,6.980793,2.130788,4.909821,0.623763
Iran,2008,0.200773,0.814339,0.220348,7.068564,2.112161,4.915721,0.611757
Iran,2009,0.20107,0.814361,0.224103,7.141882,2.093679,4.921871,0.601848
Iran,2010,0.201231,0.814462,0.226412,7.174615,2.078435,4.926663,0.595602
Iran,2011,0.201296,0.81461,0.227861,7.174019,2.066282,4.935346,0.591843
Iran,2012,0.201357,0.81476,0.229027,7.163549,2.052873,4.952557,0.588476
Iran,2013,0.201403,0.814917,0.230115,7.141422,2.038561,4.975984,0.585557
Iran,2014,0.201429,0.815091,0.230971,7.105909,2.023091,5.005541,0.583151
Iran,2015,0.201429,0.815302,0.231553,7.055339,2.006893,5.039831,0.581339
Iran,2016,0.20139,0.81552,0.231852,6.9876,1.98971,5.077386,0.580181
Iran,2017,0.201307,0.81576,0.231894,6.9009,1.97166,5.116345,0.579778
Iraq,1990,0.18614,0.660099,0.179879,4.695133,1.583937,3.790959,0.640792
Iraq,1991,0.184901,0.659947,0.172471,4.694214,1.614384,3.816959,0.641674
Iraq,1992,0.183854,0.659851,0.166286,4.692889,1.643751,3.834182,0.64249
Iraq,1993,0.183052,0.659824,0.161821,4.690918,1.671714,3.844594,0.643343
Iraq,1994,0.182535,0.659844,0.158622,4.689047,1.695575,3.848235,0.64409
Iraq,1995,0.182364,0.659933,0.157556,4.687783,1.718528,3.84852,0.644686
Iraq,1996,0.182531,0.660125,0.158521,4.686575,1.739954,3.831562,0.645334
Iraq,1997,0.182931,0.660478,0.160836,4.685136,1.764181,3.792611,0.646212
Iraq,1998,0.18344,0.660915,0.163073,4.683602,1.78391,3.744328,0.647138
Iraq,1999,0.183932,0.661354,0.165662,4.68235,1.800305,3.703615,0.647933
Iraq,2000,0.184291,0.661742,0.167824,4.682211,1.807665,3.685493,0.648438
Iraq,2001,0.184597,0.662083,0.169427,4.682812,1.798996,3.680931,0.648473
Iraq,2002,0.184989,0.662474,0.170858,4.683708,1.77632,3.678887,0.648172
Iraq,2003,0.185398,0.662874,0.172481,4.684695,1.749491,3.678336,0.647739
Iraq,2004,0.185751,0.663216,0.174095,4.685506,1.727968,3.679442,0.647359
Iraq,2005,0.185983,0.663476,0.175876,4.686576,1.716263,3.679807,0.647267
Iraq,2006,0.186128,0.663618,0.177768,4.687964,1.719093,3.681522,0.64811
Iraq,2007,0.186292,0.663721,0.179811,4.689106,1.729611,3.683579,0.650013
Iraq,2008,0.18647,0.663798,0.181688,4.68976,1.74307,3.687278,0.652285
Iraq,2009,0.186658,0.663875,0.183805,4.690577,1.753418,3.693152,0.654177
Iraq,2010,0.186861,0.664014,0.186125,4.692134,1.7559,3.697384,0.654951
Iraq,2011,0.187105,0.664217,0.188519,4.694393,1.751559,3.708303,0.654867
Iraq,2012,0.187411,0.664458,0.191375,4.697119,1.738102,3.72696,0.654695
Iraq,2013,0.187774,0.664742,0.19421,4.700384,1.718023,3.749134,0.654428
Iraq,2014,0.188192,0.665088,0.197429,4.704734,1.689909,3.778974,0.654013
Iraq,2015,0.188659,0.665481,0.201027,4.710038,1.656386,3.813491,0.653408
Iraq,2016,0.189173,0.665932,0.204729,4.716061,1.614594,3.850367,0.652618
Iraq,2017,0.189729,0.666431,0.208672,4.722673,1.569569,3.891163,0.651614
Israel,1990,0.261698,0.930095,0.36995,3.061916,0.639309,4.011663,0.547416
Israel,1991,0.260944,0.931045,0.372777,3.065571,0.634607,4.053225,0.547293
Israel,1992,0.260333,0.931848,0.375618,3.068519,0.630487,4.088545,0.547255
Israel,1993,0.259908,0.932502,0.378548,3.070504,0.629487,4.123589,0.547353
Israel,1994,0.259679,0.932976,0.381725,3.071617,0.629588,4.15013,0.547462
Israel,1995,0.259658,0.933254,0.38485,3.07197,0.630535,4.171746,0.547461
Israel,1996,0.259894,0.933287,0.388315,3.06633,0.636358,4.190588,0.547629
Israel,1997,0.260318,0.933081,0.391666,3.052924,0.650711,4.205758,0.548053
Israel,1998,0.260821,0.932818,0.395592,3.036895,0.666853,4.218667,0.548534
Israel,1999,0.261246,0.932541,0.39943,3.023273,0.682348,4.228286,0.548768
Israel,2000,0.261467,0.932439,0.402431,3.017429,0.688687,4.229199,0.54849
Israel,2001,0.261445,0.931399,0.407726,3.017391,0.69013,4.223129,0.547597
Israel,2002,0.261273,0.928889,0.413775,3.017465,0.690817,4.212075,0.546142
Israel,2003,0.261067,0.925924,0.419905,3.017644,0.6926,4.196425,0.544431
Israel,2004,0.260892,0.923395,0.425134,3.017567,0.693812,4.180606,0.542487
Israel,2005,0.260849,0.92232,0.428808,3.017264,0.693844,4.166551,0.54049
Israel,2006,0.26108,0.922322,0.430569,3.023321,0.69255,4.151368,0.537625
Israel,2007,0.261523,0.922312,0.432092,3.038157,0.688567,4.135361,0.533317
Israel,2008,0.262041,0.922285,0.43343,3.056002,0.682852,4.11655,0.528356
Israel,2009,0.262472,0.922259,0.435409,3.071033,0.679267,4.097488,0.523383
Israel,2010,0.262677,0.922266,0.43736,3.077535,0.679954,4.07706,0.519176
Israel,2011,0.262633,0.922343,0.439838,3.077637,0.683791,4.055852,0.51564
Israel,2012,0.262423,0.922545,0.44213,3.07722,0.688269,4.028824,0.512261
Israel,2013,0.262064,0.922852,0.445398,3.076188,0.692602,3.996729,0.509059
Israel,2014,0.261536,0.923216,0.448385,3.07424,0.698462,3.960832,0.506
Israel,2015,0.260875,0.923693,0.452504,3.071555,0.703864,3.92133,0.503205
Israel,2016,0.260075,0.924225,0.457104,3.06786,0.710449,3.876893,0.500657
Israel,2017,0.259139,0.924802,0.461175,3.063078,0.71822,3.832221,0.498381
Italy,1990,0.234853,0.946082,0.585684,5.727693,1.246685,3.782417,0.458408
Italy,1991,0.235163,0.947097,0.589164,5.691312,1.250387,3.715023,0.454951
Italy,1992,0.235424,0.947955,0.593023,5.652334,1.256173,3.651698,0.451861
Italy,1993,0.235643,0.948684,0.597437,5.612122,1.263868,3.596572,0.449365
Italy,1994,0.235817,0.949266,0.600828,5.571874,1.272733,3.555711,0.447662
Italy,1995,0.235932,0.949639,0.604477,5.532503,1.281482,3.530343,0.44694
Italy,1996,0.236019,0.949909,0.606729,5.483194,1.300296,3.514964,0.447098
Italy,1997,0.236113,0.95022,0.610907,5.421497,1.32832,3.498997,0.447723
Italy,1998,0.236204,0.95054,0.615103,5.36062,1.361317,3.481261,0.448558
Italy,1999,0.236285,0.950823,0.61984,5.313643,1.390202,3.466312,0.44936
Italy,2000,0.236359,0.951086,0.623592,5.29395,1.405732,3.458641,0.4499
Italy,2001,0.236413,0.950568,0.627055,5.298266,1.4183,3.449578,0.450155
Italy,2002,0.236456,0.949007,0.630848,5.312072,1.43842,3.435921,0.450356
Italy,2003,0.23649,0.947052,0.634059,5.331038,1.459467,3.418576,0.45059
Italy,2004,0.236512,0.945348,0.63641,5.350876,1.474672,3.403169,0.450926
Italy,2005,0.236527,0.944578,0.638136,5.367484,1.476299,3.392412,0.451417
Italy,2006,0.236593,0.944693,0.635836,5.403574,1.461935,3.393027,0.453432
Italy,2007,0.236735,0.945095,0.631239,5.470304,1.437316,3.409353,0.457413
Italy,2008,0.236887,0.945596,0.625617,5.54545,1.407807,3.430772,0.461949
Italy,2009,0.237003,0.946046,0.621071,5.606887,1.378248,3.447503,0.465679
Italy,2010,0.237026,0.946269,0.620174,5.632361,1.354996,3.455801,0.46722
Italy,2011,0.236973,0.946343,0.620217,5.632372,1.335062,3.455118,0.467204
Italy,2012,0.236901,0.946453,0.620807,5.632487,1.310311,3.455367,0.467127
Italy,2013,0.236809,0.946552,0.621421,5.632414,1.282892,3.454904,0.466905
Italy,2014,0.236688,0.946582,0.622273,5.631731,1.252637,3.456543,0.46645
Italy,2015,0.236545,0.946536,0.623938,5.630367,1.219242,3.458618,0.465702
Italy,2016,0.236385,0.946428,0.624953,5.628456,1.184988,3.459977,0.464585
Italy,2017,0.236197,0.946257,0.626784,5.626121,1.148015,3.464256,0.462937
Japan,1990,0.29095,0.685276,0.408546,3.558083,0.85209,3.062597,0.552453
Japan,1991,0.290813,0.68565,0.415382,3.559611,0.851126,3.064306,0.554292
Japan,1992,0.290716,0.686008,0.421778,3.561092,0.850265,3.064719,0.556163
Japan,1993,0.29067,0.686362,0.427656,3.562594,0.849706,3.064858,0.557967
Japan,1994,0.290673,0.686684,0.432612,3.563984,0.849723,3.063447,0.559626
Japan,1995,0.290728,0.686962,0.436819,3.565138,0.849875,3.06158,0.561059
Japan,1996,0.290864,0.687278,0.440586,3.559246,0.849994,3.051899,0.562704
Japan,1997,0.291061,0.687638,0.444397,3.54352,0.849656,3.032029,0.564779
Japan,1998,0.291295,0.68805,0.448044,3.524715,0.849451,3.01007,0.566897
Japan,1999,0.291513,0.688451,0.450948,3.509241,0.849455,2.993176,0.568627
Japan,2000,0.291653,0.688761,0.452609,3.503311,0.849776,2.988969,0.569526
Japan,2001,0.291533,0.688687,0.453158,3.503098,0.849981,2.999525,0.568818
Japan,2002,0.29114,0.68815,0.453118,3.501109,0.849903,3.016933,0.566648
Japan,2003,0.290677,0.687444,0.453022,3.498492,0.849842,3.03731,0.563963
Japan,2004,0.290338,0.686851,0.452762,3.496301,0.850243,3.056779,0.561681
Japan,2005,0.290315,0.686644,0.452926,3.495453,0.850921,3.071846,0.560731
Japan,2006,0.291754,0.686818,0.453833,3.501247,0.854005,3.082956,0.561138
Japan,2007,0.294921,0.687128,0.455299,3.514866,0.859708,3.094048,0.562141
Japan,2008,0.298689,0.687476,0.456972,3.531299,0.867412,3.104944,0.563486
Japan,2009,0.301931,0.687791,0.458745,3.545616,0.874537,3.116651,0.564908
Japan,2010,0.303509,0.687961,0.45958,3.552643,0.880012,3.129768,0.56616
Japan,2011,0.303683,0.68801,0.45997,3.554519,0.884494,3.146267,0.567478
Japan,2012,0.303467,0.688067,0.45973,3.556756,0.889503,3.168773,0.569262
Japan,2013,0.302834,0.688129,0.45934,3.559258,0.894621,3.195748,0.571439
Japan,2014,0.30175,0.688187,0.458556,3.561857,0.900339,3.227353,0.573932
Japan,2015,0.300201,0.688256,0.457507,3.564487,0.906163,3.262431,0.57671
Japan,2016,0.298155,0.688317,0.456005,3.566992,0.911801,3.300907,0.579705
Japan,2017,0.295578,0.688354,0.454379,3.569054,0.918163,3.341565,0.58288
Malaysia,1990,0.229105,0.557248,0.143967,4.206156,0.599184,3.221567,0.685685
Malaysia,1991,0.229793,0.557638,0.146549,4.203566,0.603073,3.224416,0.692249
Malaysia,1992,0.230584,0.558213,0.148567,4.204287,0.608818,3.227375,0.698502
Malaysia,1993,0.231426,0.558912,0.150885,4.20738,0.613741,3.226866,0.70413
Malaysia,1994,0.232274,0.559698,0.153033,4.212239,0.617635,3.228043,0.708798
Malaysia,1995,0.233063,0.560491,0.155561,4.217891,0.62158,3.228262,0.712124
Malaysia,1996,0.234178,0.561697,0.157979,4.241488,0.625676,3.224859,0.715094
Malaysia,1997,0.235876,0.563664,0.161533,4.29122,0.630222,3.218262,0.718739
Malaysia,1998,0.237832,0.566067,0.164445,4.351369,0.635449,3.212175,0.722562
Malaysia,1999,0.23969,0.568513,0.167011,4.405533,0.640208,3.209483,0.725954
Malaysia,2000,0.241027,0.570456,0.169604,4.435855,0.644122,3.212443,0.728107
Malaysia,2001,0.24203,0.571997,0.171433,4.44807,0.646986,3.239027,0.720918
Malaysia,2002,0.243126,0.573555,0.173065,4.459722,0.650293,3.289095,0.701802
Malaysia,2003,0.244208,0.575005,0.174713,4.47005,0.652729,3.34399,0.678203
Malaysia,2004,0.245139,0.576152,0.176638,4.477683,0.654007,3.391976,0.657637
Malaysia,2005,0.245794,0.576836,0.177808,4.48145,0.656393,3.412226,0.64782
Malaysia,2006,0.246245,0.57707,0.179558,4.48265,0.656002,3.411037,0.646164
Malaysia,2007,0.246679,0.577105,0.181507,4.483642,0.653429,3.404257,0.644944
Malaysia,2008,0.247105,0.577042,0.183555,4.484192,0.651567,3.39477,0.644121
Malaysia,2009,0.247522,0.57697,0.185006,4.483892,0.649421,3.389505,0.643651
Malaysia,2010,0.247947,0.576998,0.186795,4.482379,0.649305,3.386558,0.643556
Malaysia,2011,0.248416,0.577102,0.188448,4.476402,0.651677,3.38919,0.64364
Malaysia,2012,0.248987,0.577285,0.190473,4.46435,0.654335,3.399075,0.643782
Malaysia,2013,0.249653,0.577548,0.19244,4.4471,0.657346,3.415474,0.643964
Malaysia,2014,0.250391,0.577865,0.194833,4.425306,0.660581,3.435105,0.644145
Malaysia,2015,0.251197,0.578247,0.196888,4.399844,0.664769,3.461155,0.644343
Malaysia,2016,0.252067,0.578704,0.199211,4.371437,0.669224,3.489505,0.644619
Malaysia,2017,0.252984,0.579224,0.201462,4.340783,0.673644,3.520854,0.644969
Mexico,1990,0.206032,0.803773,0.290928,2.935581,0.775637,2.638417,1.769652
Mexico,1991,0.206369,0.804509,0.291393,2.939101,0.777271,2.656295,1.737171
Mexico,1992,0.206693,0.805238,0.291943,2.942349,0.779126,2.673297,1.710386
Mexico,1993,0.206992,0.80595,0.292631,2.945405,0.780459,2.688769,1.689639
Mexico,1994,0.207253,0.806635,0.293329,2.94834,0.781892,2.701521,1.675261
Mexico,1995,0.207465,0.807285,0.29398,2.951243,0.783557,2.710117,1.6676
Mexico,1996,0.207603,0.807752,0.294651,2.958802,0.784185,2.717737,1.668624
Mexico,1997,0.207677,0.807986,0.295379,2.973823,0.784091,2.72766,1.677312
Mexico,1998,0.207717,0.808104,0.296227,2.993698,0.783427,2.738326,1.689276
Mexico,1999,0.207769,0.808267,0.297178,3.015883,0.783222,2.748387,1.700369
Mexico,2000,0.207882,0.808646,0.297954,3.037854,0.783637,2.756713,1.706542
Mexico,2001,0.208088,0.809257,0.299338,3.067833,0.78557,2.764529,1.705871
Mexico,2002,0.208358,0.809961,0.301156,3.109213,0.788308,2.773452,1.701001
Mexico,2003,0.208653,0.810703,0.303121,3.152383,0.791546,2.782114,1.694878
Mexico,2004,0.208937,0.811428,0.304734,3.18777,0.793966,2.789094,1.690463
Mexico,2005,0.209168,0.812065,0.305896,3.20584,0.795513,2.793921,1.690616
Mexico,2006,0.209402,0.812793,0.306542,3.206305,0.793998,2.7925,1.695729
Mexico,2007,0.209685,0.813703,0.306978,3.198349,0.789061,2.785756,1.703158
Mexico,2008,0.209978,0.814657,0.307435,3.187032,0.783102,2.776403,1.711196
Mexico,2009,0.210241,0.8155,0.307935,3.17733,0.778655,2.766796,1.718196
Mexico,2010,0.210427,0.816051,0.308406,3.1741,0.778611,2.76109,1.72254
Mexico,2011,0.210574,0.816421,0.309135,3.17583,0.782066,2.759083,1.724857
Mexico,2012,0.210741,0.816817,0.310041,3.177622,0.786147,2.75936,1.726843
Mexico,2013,0.210926,0.817235,0.311076,3.179422,0.791268,2.761886,1.728491
Mexico,2014,0.211124,0.817657,0.312298,3.181159,0.797294,2.766085,1.729703
Mexico,2015,0.211334,0.818093,0.313727,3.182934,0.804195,2.772136,1.730384
Mexico,2016,0.211551,0.818522,0.315249,3.184675,0.812158,2.779875,1.730409
Mexico,2017,0.211765,0.818921,0.316975,3.186326,0.820863,2.788807,1.729604
Netherlands,1990,0.372879,0.943158,0.344168,6.605855,1.107938,4.074103,0.764667
Netherlands,1991,0.373018,0.943405,0.344544,6.793334,1.112556,4.119896,0.775719
Netherlands,1992,0.373143,0.943642,0.345961,6.96333,1.11231,4.158248,0.785731
Netherlands,1993,0.373262,0.943892,0.348286,7.103946,1.107449,4.185603,0.794211
Netherlands,1994,0.373355,0.944111,0.351405,7.203082,1.098038,4.204405,0.800726
Netherlands,1995,0.373432,0.944306,0.354049,7.248905,1.084283,4.206622,0.804867
Netherlands,1996,0.373494,0.944529,0.359773,7.261355,1.059297,4.19392,0.807625
Netherlands,1997,0.373571,0.944854,0.368346,7.268912,1.026144,4.175035,0.810089
Netherlands,1998,0.373661,0.945225,0.378238,7.271261,0.989274,4.14939,0.81184
Netherlands,1999,0.373747,0.945561,0.386181,7.268527,0.961694,4.121637,0.812405
Netherlands,2000,0.373839,0.94583,0.392099,7.260957,0.950659,4.098514,0.811355
Netherlands,2001,0.374019,0.946071,0.394421,7.178772,0.949453,4.080509,0.801701
Netherlands,2002,0.374324,0.94635,0.395648,6.996832,0.947511,4.069092,0.781248
Netherlands,2003,0.374665,0.946626,0.397749,6.781535,0.945624,4.058864,0.75705
Netherlands,2004,0.374961,0.946908,0.400309,6.599896,0.943397,4.053583,0.735926
Netherlands,2005,0.375092,0.947082,0.403081,6.518189,0.941118,4.050149,0.724737
Netherlands,2006,0.37511,0.947197,0.409201,6.512405,0.937893,4.046277,0.722001
Netherlands,2007,0.375087,0.947287,0.420038,6.512145,0.932323,4.042501,0.721191
Netherlands,2008,0.374991,0.947308,0.433348,6.515048,0.927993,4.038992,0.721772
Netherlands,2009,0.374802,0.947318,0.444633,6.5191,0.924909,4.039477,0.723056
Netherlands,2010,0.374514,0.94737,0.451413,6.52252,0.925939,4.036617,0.72447
Netherlands,2011,0.373791,0.947386,0.455361,6.526662,0.930554,4.035657,0.726827
Netherlands,2012,0.372408,0.947392,0.457882,6.534735,0.935752,4.034466,0.731221
Netherlands,2013,0.370458,0.947387,0.460263,6.546468,0.941896,4.030876,0.737441
Netherlands,2014,0.368015,0.947393,0.462678,6.561376,0.951534,4.031669,0.745301
Netherlands,2015,0.365154,0.947385,0.464945,6.578979,0.961438,4.028566,0.754582
Netherlands,2016,0.361956,0.947366,0.465927,6.598856,0.974106,4.028952,0.76508
Netherlands,2017,0.358487,0.9473,0.467844,6.620242,0.988877,4.026854,0.776602
New Zealand,1990,0.340889,1.192302,0.630645,8.258284,2.096052,4.150928,1.661746
New Zealand,1991,0.340392,1.192343,0.626646,8.290888,2.134134,4.161383,1.674564
New Zealand,1992,0.339937,1.192371,0.623099,8.332231,2.165127,4.170798,1.683077
New Zealand,1993,0.339561,1.192441,0.620431,8.38093,2.188254,4.176687,1.68813
New Zealand,1994,0.339263,1.192496,0.618702,8.435129,2.202452,4.180214,1.690505
New Zealand,1995,0.339066,1.192593,0.618635,8.493558,2.209328,4.182653,1.691259
New Zealand,1996,0.338948,1.192744,0.619733,8.579268,2.201645,4.178982,1.666973
New Zealand,1997,0.338839,1.192879,0.620742,8.696859,2.178166,4.163674,1.608131
New Zealand,1998,0.338762,1.193076,0.623056,8.818436,2.15045,4.147365,1.537126
New Zealand,1999,0.338702,1.193305,0.624549,8.915523,2.12593,4.131751,1.476471
New Zealand,2000,0.338677,1.193562,0.627839,8.959512,2.120178,4.12433,1.449029
New Zealand,2001,0.338835,1.194346,0.630797,8.965461,2.128583,4.123757,1.447156
New Zealand,2002,0.339223,1.195859,0.635264,8.96733,2.141658,4.125419,1.447662
New Zealand,2003,0.339718,1.197693,0.64088,8.966183,2.156798,4.12659,1.450309
New Zealand,2004,0.340177,1.199378,0.646286,8.962565,2.167622,4.126467,1.454776
New Zealand,2005,0.340483,1.20049,0.649389,8.957271,2.171823,4.126753,1.460839
New Zealand,2006,0.340666,1.201447,0.651363,8.908704,2.157578,4.111809,1.488421
New Zealand,2007,0.340806,1.202705,0.65438,8.801108,2.123782,4.079556,1.548077
New Zealand,2008,0.34092,1.20405,0.656645,8.675114,2.085247,4.039094,1.625692
New Zealand,2009,0.341023,1.20533,0.65849,8.571885,2.05238,4.005163,1.706981
New Zealand,2010,0.341071,1.206089,0.660603,8.531124,2.03794,3.9871,1.77714
New Zealand,2011,0.341082,1.206429,0.661753,8.534747,2.035388,3.980139,1.83697
New Zealand,2012,0.341054,1.206549,0.663944,8.53706,2.034724,3.974729,1.896684
New Zealand,2013,0.341031,1.206597,0.665308,8.53867,2.036344,3.969718,1.956453
New Zealand,2014,0.340994,1.206502,0.667358,8.539198,2.03759,3.967374,2.016153
New Zealand,2015,0.34099,1.206423,0.669326,8.539694,2.040377,3.967735,2.075727
New Zealand,2016,0.341011,1.206293,0.671415,8.539988,2.04481,3.967684,2.134993
New Zealand,2017,0.341051,1.206088,0.67329,8.539931,2.049319,3.971265,2.193405
North America,1990,0.338205,0.659901,0.466116,6.475043,2.311892,4.620182,2.110024
North America,1991,0.336423,0.660179,0.470496,6.453586,2.292686,4.605731,2.077879
North America,1992,0.335019,0.660456,0.474969,6.438004,2.289076,4.598424,2.048789
North America,1993,0.334004,0.6607,0.479457,6.428485,2.298329,4.596013,2.023653
North America,1994,0.333408,0.6609,0.483773,6.42558,2.31791,4.597051,2.00354
North America,1995,0.333258,0.661004,0.487567,6.42939,2.345129,4.5987,1.989398
North America,1996,0.333662,0.66104,0.491614,6.469919,2.408444,4.609834,1.981858
North America,1997,0.334562,0.661022,0.496025,6.555841,2.515939,4.634026,1.97984
North America,1998,0.335733,0.660973,0.500678,6.656179,2.63868,4.663043,1.981655
North America,1999,0.336939,0.660894,0.504989,6.73978,2.748437,4.689884,1.985572
North America,2000,0.337943,0.660786,0.50857,6.775042,2.814857,4.70511,1.989869
North America,2001,0.338558,0.660692,0.511871,6.775698,2.848463,4.710114,1.995428
North America,2002,0.338832,0.660603,0.51575,6.775812,2.876292,4.710914,2.003115
North America,2003,0.338884,0.660513,0.519719,6.77517,2.900351,4.710262,2.011177
North America,2004,0.338831,0.660416,0.523016,6.773522,2.918776,4.710066,2.017883
North America,2005,0.338792,0.660311,0.524832,6.770413,2.932149,4.713106,2.021458
North America,2006,0.338429,0.66017,0.525899,6.746773,2.932681,4.713124,2.015667
North America,2007,0.337546,0.65998,0.526861,6.695302,2.919618,4.705089,1.999785
